GARE;CODE_DEP;CODE_INSEE;CODE_UIC;CODE_POSTAL;LONG;LAT; NB_VOY_2022 ; NB_VOY_2021 ; NB_VOY_2020 ; NB_VOY_2019 ; NB_VOY_2018 ; NB_VOY_2017 ; NB_VOY_2016 ; NB_VOY_2015 ;POP_2023;POP_2019;POP_2013;NB_FOYER_2020;NB_FOYER_2020_REV_0_10000;NB_FOYER_2020_REV_10000_12000;NB_FOYER_2020_REV_12001_15000;NB_FOYER_2020_REV_15001_20000;NB_FOYER_2020_REV_20001_30000;NB_FOYER_2020_REV_30001_50000;NB_FOYER_2020_REV_50001_100000;NB_FOYER_2020_REV_PLUS_100001;REV_MED_2020;PIMP_2020;TP_2020;LOG_2019;RP_2019;RS_2019;LOGVAC_2019;EMPLT_2019;EMPLT_2013;POP_1564_2019;CHOMEUR_1564_2019;POP_ACT_1564_2019;SUPERF;NB_TRANS_2017;NB_TRANS_2018;NB_TRANS_2019;NB_TRANS_2020;NB_TRANS_2021;NB_TRANS_2022;PXMED_2017;PXMED_2018;PXMED_2019;PXMED_2020;PXMED_2021;PXMED_2022;DepT TN_2017;DepT TN_2018;DepT TN_2019;DepT TN_2020;DepT TN_2021;DepT TN_2022;DepT TGV_2017;DepT TGV_2018;DepT TGV_2019;DepT TGV_2020;DepT TGV_2021;DepT TGV_2022;DepT TER_2017;DepT TER_2018;DepT TER_2019;DepT TER_2020;DepT TER_2021;DepT TER_2022;DepT INTERCITES_2017;DepT INTERCITES_2018;DepT INTERCITES_2019;DepT INTERCITES_2020;DepT INTERCITES_2021;DepT INTERCITES_2022
Coucy-lès-Eppes;2;2218;87171769;2840;3.7748209;49.556282; 10 099 ; 9 545 ; 7 023 ; 5 811 ; 7 267 ; 7 048 ; 7 064 ; 7 102 ;639;628;608;325;NA;NA;NA;NA;NA;NA;NA;NA;20550;NA;NA;287.116459755903;252.998404200347;0;34.1180555555555;136.606469441039;113.401582771988;377.202237679545;40.1249128377345;277.91596668802;6.03;2;4;2;4;2;1;939;983;1200;1386;1626;1076;0;0;0;0;0;0;0;0;0;0;0;0;3067;3868;3411;2926;3598;3741;0;0;0;0;0;0
Vaumoise;2;2232;87271601;2600;2.9885685;49.2339406; 4 241 ; 3 422 ; 2 191 ; 961 ; 609 ; 886 ; 892 ; 621 ;373;362;376;204;NA;NA;NA;NA;NA;NA;NA;NA;22690;NA;NA;106.034722987845;87.9350345143251;7.62092146253484;10.4787670109854;333.225393989653;306.180282910743;270.59550602055;13.9896645818244;130.289125805991;24.55;3;NA;1;NA;NA;NA;1766;NA;825;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;1085;968;942;684;898;863;0;0;0;0;0;0
Crépy - Couvron;2;2238;87296152;2870;3.5167165;49.6233401; 4 207 ; 3 363 ; 2 223 ; 2 684 ; 1 993 ; 1 738 ; 3 029 ; 4 094 ;1829;1816;1951;986;NA;NA;NA;NA;NA;NA;NA;NA;20040;NA;NA;822.570673006739;727.758327327727;14.120987654321;80.6913580246913;254.808115188487;289.027016318327;1073.12346410416;146.550563127022;824.926808049545;27.7;7;10;12;6;4;5;929;1092;1415;1250;735;1351;0;0;0;0;0;0;0;0;0;0;0;0;4753;4381;4472;3238;4249;3977;0;0;0;0;0;0
Crouy;2;2243;87271874;2880;3.3569138;49.4037093; 563 ; 399 ; 376 ; 1 011 ; 596 ; 327 ; 183 ; 457 ;2995;2923;2829;1 765;380;97;204;344;341;285;102;12;20380;44;16;1370.51127505243;1264.08423642582;14.1902718168812;92.2367668097281;1011.799893038;970.938091736025;1805.43008066701;222.658818923174;1289.83431830699;10.38;5;13;12;16;27;6;1038;1609;1484;1530;1611;1714;0;0;0;0;0;0;0;0;0;0;0;0;1085;963;942;686;901;866;0;0;0;0;0;0
Dercy - Froidmont;2;2261;87297143;2270;3.6918473;49.7025404; 8 642 ; 9 055 ; 10 378 ; 9 871 ; 11 496 ; 13 503 ; 13 129 ; 13 255 ;399;391;381;217;NA;NA;NA;NA;NA;NA;NA;NA;21300;NA;NA;200;167;3;30;33.4326634685304;34.2010585523239;246;17;172;11.17;NA;NA;2;NA;1;NA;NA;NA;1148;NA;366;NA;0;0;0;0;0;0;0;0;0;0;0;0;1588;1302;1494;741;1343;1173;0;0;0;0;0;0
La Fère;2;2304;87296632;2800;3.36981;49.65802; 116 927 ; 110 741 ; 94 403 ; 102 354 ; 104 921 ; 127 578 ; 134 598 ; 135 172 ;2981;2838;2915;1 714;791;109;176;279;204;114;n.c.;n.c.;15660;27;36;1589;1255;27;307;1268.84728012217;1514.48444772772;1733;358;1175;6.73;3;1;3;8;19;6;290;1042;660;641;785;624;0;0;0;0;0;0;0;0;0;0;0;0;7713;7064;7258;5187;6748;6729;0;0;0;0;0;0
La Ferté-Milon;2;2307;87116673;2460;3.1207223;49.1797269; 52 496 ; 99 790 ; 72 807 ; 128 417 ; 119 892 ; 118 228 ; 120 942 ; 123 281 ;2190;2060;2192;1 233;256;54;116;237;251;226;72;21;22320;47;NA;1039.18481675418;891.844137231682;41.376492194674;105.964187327824;612.198456505468;691.747847435015;1266.99877433821;145.709095016635;958.447195649818;18.35;11;18;12;21;21;11;1538;1926;1658;1550;1707;1932;6852;5980;6183;5386;6417;6530;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Flavy-le-Martel;2;2315;87296871;2520;3.1905076;49.7187375; 15 008 ; 14 048 ; 13 303 ; 13 988 ; 11 848 ; 12 315 ; 12 559 ; 14 706 ;1695;1669;1642;889;NA;NA;NA;NA;NA;NA;NA;NA;21350;NA;NA;710.098198619342;632.95774647889;9.76461419499394;67.3758379454582;305.382326740316;321.607395096772;943.841904138029;91.4272300469514;688.215962441337;12.83;4;7;9;7;7;NA;1545;1161;1047;1128;1481;NA;0;0;0;0;0;0;0;0;0;0;0;0;4013;3388;3862;2945;3617;3460;0;0;0;0;0;0
Fresnoy-le-Grand;2;2334;87296293;2230;3.43268;49.9501964; 26 363 ; 20 237 ; 14 289 ; 22 961 ; 19 992 ; 23 812 ; 22 091 ; 17 913 ;3015;2958;3011;1 650;436;99;170;312;311;236;67;19;18600;34;20;1455;1277;10;168;1325.60515354259;1516.50228122866;1794;246;1202;15.07;6;14;19;12;11;2;1020;827;685;869;958;623;0;0;0;0;0;0;0;0;0;0;0;0;7614;6636;7075;3354;4923;5632;0;0;0;0;0;0
Guignicourt;2;2360;87171736;2190;3.961334;49.434862; 158 004 ; 130 612 ; 120 804 ; 120 287 ; 122 047 ; 137 618 ; 131 831 ; 126 347 ;2815;2751;2612;1 492;227;95;137;247;290;325;148;23;22560;48;9;1261.80084623435;1169.18391215968;17.337760127085;75.2791739475777;793.124331291332;802.083623525292;1593.07284070226;121.442667336996;1234.02866243192;25.03;8;15;20;18;23;6;1727;1795;1619;2016;1824;1492;0;0;0;0;0;0;0;0;0;0;0;0;5084;5278;4503;4037;4770;5107;0;0;0;0;0;0
Hirson;2;2381;87295063;2500;4.08432;49.91455; 148 043 ; 104 867 ; 70 357 ; 103 873 ; 102 033 ; 114 781 ; 114 927 ; 130 709 ;8874;8710;9346;5 131;2 157;333;425;830;756;480;132;18;16280;28;33;4826.28552657646;4047.29966706928;34.8205684326327;744.165291074549;3735.00750281092;3956.29434385518;5165.29816810871;1023.57516173057;3359.98984570304;33.77;14;39;63;50;51;14;743;581;588;549;550;670;0;0;0;0;0;0;0;0;0;0;0;0;8025;6584;6624;3217;5849;5999;0;0;0;0;0;4
Hirson Écoles;2;2381;87324335;2500;4.0861491;49.9288321; 36 572 ; 32 712 ; 32 721 ; 28 484 ; 38 649 ; 51 563 ; 57 945 ; 58 573 ;8874;8710;9346;5 131;2 157;333;425;830;756;480;132;18;16280;28;33;4826.28552657646;4047.29966706928;34.8205684326327;744.165291074549;3735.00750281092;3956.29434385518;5165.29816810871;1023.57516173057;3359.98984570304;33.77;14;39;63;50;51;14;743;581;588;549;550;670;0;0;0;0;0;0;0;0;0;0;0;0;2124;1851;1881;875;1742;1882;0;0;0;0;0;0
Laon;2;2408;87296012;2000;3.62443;49.57061; 827 364 ; 665 718 ; 525 446 ; 692 050 ; 677 171 ; 772 982 ; 781 255 ; 809 221 ;24738;24304;25219;15 087;5 670;898;1 412;2 378;2 377;1 612;593;147;17580;36;29;13528.045919265;11774.8955853484;212.963304315359;1540.18702960126;15735.400062606;16547.5604342123;15240.7711161933;2553.12866547837;10030.0484826968;42;65;122;146;164;124;33;1077;981;931;1014;1055;1185;0;0;0;0;0;0;0;0;0;0;0;0;12964;11909;11899;9477;11764;11749;0;0;0;0;0;0
Longpont;2;2438;87271775;2600;3.2301676;49.2726851; 238 ; 157 ; 111 ; 114 ; 124 ; 149 ; 108 ; 177 ;253;249;284;149;NA;NA;NA;NA;NA;NA;NA;NA;23940;NA;NA;139;113;14;12;49.731590612377;82.5754425026691;164;15;128;10.94;NA;1;NA;1;NA;NA;NA;2288;NA;1162;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;310;277;241;178;217;250;0;0;0;0;0;0
Margival;2;2464;87271882;2880;3.4027491;49.4393862; 1 ; -   ; -   ; 1 ; 1 ; 1 ; 10 ; 37 ;368;365;369;185;NA;NA;NA;NA;NA;NA;NA;NA;22040;NA;NA;161.127792701852;149.052792701852;5.03125;7.04375;39.0356724375859;57.9710045250893;221.501905495951;23.7261354097312;178.712155738264;5.47;1;2;2;2;1;NA;1154;1504;1328;1258;880;NA;0;0;0;0;0;0;0;0;0;0;0;0;96;84;74;72;78;83;0;0;0;0;0;0
Marle sur Serre;2;2468;87296095;2250;3.7695801;49.747192; 66 223 ; 48 857 ; 44 179 ; 51 637 ; 49 286 ; 53 603 ; 53 784 ; 56 228 ;2250;2235;2331;1 330;477;84;128;197;198;170;63;13;17930;36;27;1164.06157691469;967.734910248024;20.5675555555556;175.759111111111;959.285449651625;1156.08859165961;1295.01841313485;268.87119774841;905.300399909441;13.79;7;12;11;13;9;4;796;680;770;795;614;698;0;0;0;0;0;0;0;0;0;0;0;0;3871;3152;3628;2051;3199;2762;0;0;0;0;0;0
Mennessis;2;2474;87296434;2700;3.2711145;49.6915989; 12 627 ; 9 494 ; 6 485 ; 6 698 ; 8 141 ; 8 656 ; 8 732 ; 10 404 ;398;392;424;213;NA;NA;NA;NA;NA;NA;NA;NA;22430;NA;NA;176.83988780754;157.83988780754;5;14;27.6362605351537;23.5599041512791;233.954064782429;22.6118658793262;180.465260257417;5.23;2;2;3;3;1;NA;1068;519;894;983;1011;NA;0;0;0;0;0;0;0;0;0;0;0;0;8431;7534;7973;5791;7664;7642;0;0;0;0;0;0
Montescourt-Lizerolles;2;2504;87296418;2440;3.2519756;49.7380842; 16 621 ; 14 903 ; 10 896 ; 12 805 ; 13 215 ; 17 121 ; 15 710 ; 17 477 ;1635;1616;1676;876;NA;NA;NA;NA;NA;NA;NA;NA;20440;NA;NA;728;663;9;56;193.109498460683;249.483243366177;1010;124;733;6.29;8;8;11;14;9;2;1187;1126;1291;1237;1186;1969;0;0;0;0;0;0;0;0;0;0;0;0;4676;4276;4307;2846;4047;4182;0;0;0;0;0;0
Nogent-l'Artaud - Charly;2;2555;87116566;2310;3.3220981;48.968872; 172 909 ; 367 152 ; 283 466 ; 490 265 ; 440 909 ; 421 798 ; 380 751 ; 376 537 ;2140;2108;2174;1 280;243;n.c.;124;237;296;228;77;n.c.;21080;49;14;972;841;36;95;286.322553911304;318.537267569926;1274;139;959;23.99;6;20;21;19;14;1;1916;1382;1078;1835;1885;2830;14436;13526;12978;12009;14215;13443;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Origny-en-Thiérache;2;2574;87296145;2550;4.0241558;49.8906693; 7 732 ; 9 079 ; 8 383 ; 5 564 ; 7 553 ; 11 276 ; 14 697 ; 14 695 ;1430;1432;1582;789;NA;NA;NA;NA;NA;NA;NA;NA;19540;NA;NA;671.958385557158;579.822292065109;16.0236684333999;76.1124250586496;333.800483175036;483.102349692647;782.379947691955;91.6265926849946;579.070022236644;16.48;3;4;4;11;4;1;198;759;805;417;1101;33;0;0;0;0;0;0;0;0;0;0;0;0;1787;1463;1677;827;1498;1361;0;0;0;0;0;0
Anizy - Pinon;2;2602;87296566;2320;3.4487637;49.4960073; 97 130 ; 76 946 ; 59 518 ; 87 841 ; 75 945 ; 83 874 ; 80 983 ; 87 381 ;1693;1698;1801;987;NA;NA;NA;NA;NA;NA;NA;NA;19670;NA;NA;815.020620392018;745.294564348521;7.07365785948515;62.6523981840113;380.054543614754;541.888115333624;1020.08513189448;143.836330935252;752.053557154277;9.48;6;9;17;17;11;4;1628;1585;1159;1438;1231;1204;0;0;0;0;0;0;0;0;0;0;0;0;9171;8302;8401;7152;8547;9017;0;0;0;0;0;0
Saint-Erme-Outre-et-Ramecourt;2;2676;87171751;2820;3.8576502;49.5269865; 77 921 ; 60 139 ; 50 364 ; 64 178 ; 72 014 ; 86 736 ; 85 490 ; 80 767 ;1737;1716;1883;962;NA;NA;NA;NA;NA;NA;NA;NA;20520;NA;NA;844.09901975303;693.314138438224;19.2276023153108;131.557278999495;609.130687200707;591.602807499297;1080.06084635077;122.767424505461;815.2388450116;20.11;3;5;8;13;5;1;629;1186;1198;873;1443;1471;0;0;0;0;0;0;0;0;0;0;0;0;5084;5278;4501;4037;4769;5107;0;0;0;0;0;0
Saint-Quentin;2;2691;87296004;2100;3.2970089;49.8400482; 1 207 993 ; 976 291 ; 774 203 ; 1 092 523 ; 1 082 819 ; 1 165 507 ; 1 131 841 ; 1 159 281 ;54347;53570;55698;32 881;11 422;2 130;2 937;5 591;5 242;3 695;1 447;417;17990;36;27;30260.6267889703;25836.3322689039;370.792652649965;4053.50186741635;26508.5447998686;26322.203033178;32389.6998970135;5332.96534185411;21780.8721931216;22.56;222;443;494;476;388;168;942;900;919;1025;1085;1160;0;0;0;0;0;0;0;1;0;0;0;0;9573;8625;14078;11407;15409;15551;5409;5039;3;0;0;0
Soissons;2;2722;87271817;2200;3.3381259;49.3691983; 603 362 ; 503 079 ; 418 188 ; 604 594 ; 568 101 ; 627 537 ; 613 671 ; 645 202 ;29543;28712;28472;17 322;5 842;1 129;1 666;2 923;2 762;1 894;843;263;17930;37;28;15078.9071687407;13668.7049828099;206.851351637028;1203.35083429369;13931.1905161155;14520.9648978173;16795.186268247;3013.0658616138;11454.8590007334;12.32;71;131;164;172;142;35;1433;1565;1452;1558;1570;1686;0;0;0;0;0;0;0;0;0;0;0;0;9171;8302;8410;7153;8541;9018;0;0;0;0;0;0
Tergnier;2;2738;87296442;2700;3.2972491;49.6591862; 507 490 ; 437 936 ; 367 899 ; 445 816 ; 453 397 ; 490 504 ; 444 261 ; 423 860 ;13694;13588;13938;7 986;2 520;508;772;1 455;1 358;1 109;249;15;18380;33;24;6824.69230532229;6049.11352276482;78.7090653201138;696.869717237362;3739.82762697909;3794.48012098016;8303.38389212516;1420.88747266187;5654.69971003157;17.95;22;57;50;60;55;14;1008;1000;964;1046;1083;1016;0;0;0;0;0;0;1;1;1;0;1;1;16221;14745;17546;13149;17525;17517;2438;2310;0;0;0;0
Aguilcourt - Variscourt;2;2761;87171702;2190;3.973137;49.408017; 13 197 ; 12 294 ; 10 436 ; 8 796 ; 6 155 ; 7 368 ; 8 979 ; 9 821 ;215;211;200;94;NA;NA;NA;NA;NA;NA;NA;NA;24510;NA;NA;78;74;1;3;8.99037622694332;11.3544441855833;140;8;117;5.56;NA;3;1;1;1;NA;NA;1777;636;1508;2112;NA;0;0;0;0;0;0;0;0;0;0;0;0;3478;4239;3690;2926;3599;3741;0;0;0;0;0;0
Vauxaillon;2;2768;87297283;2320;3.4096166;49.4741418; 7 747 ; 7 189 ; 6 962 ; 8 201 ; 7 794 ; 7 307 ; 7 258 ; 6 385 ;540;542;502;267;NA;NA;NA;NA;NA;NA;NA;NA;21880;NA;NA;231.479100379991;200.663408718711;17.4622252747252;13.3534663865546;47.7631770632836;41.5753131492644;353.561393673958;40.6020996076278;272.25489640216;13.77;NA;2;1;2;3;1;NA;1624;407;1358;1197;3437;0;0;0;0;0;0;0;0;0;0;0;0;1086;968;942;685;901;866;0;0;0;0;0;0
Verneuil-sur-Serre;2;2787;87297119;2000;3.6677085;49.6486805; 6 503 ; 5 281 ; 3 813 ; 3 396 ; 4 330 ; 4 334 ; 3 070 ; 5 774 ;262;258;252;140;NA;NA;NA;NA;NA;NA;NA;NA;22530;NA;NA;116.944653745025;106.944653745025;2;8;18.1151947842915;19.2260059437029;148.006611890352;16.0052466148367;111.020483328092;7.86;1;1;NA;NA;NA;NA;1267;330;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;1536;1258;1447;708;1296;1133;0;0;0;0;0;0
Versigny;2;2788;87296608;2800;3.4335692;49.6574494; 2 219 ; 2 823 ; 1 745 ; 2 249 ; 2 810 ; 4 263 ; 6 093 ; 6 698 ;469;460;473;256;NA;NA;NA;NA;NA;NA;NA;NA;22430;NA;NA;221;196;7;18;27.9952367614008;33.0519188455974;260;27;197;12.89;NA;5;3;NA;NA;3;NA;691;989;NA;NA;577;0;0;0;0;0;0;0;0;0;0;0;0;4753;4381;4472;3238;4249;3977;0;0;0;0;0;0
Vervins;2;2789;87296129;2140;3.8936313;49.8299236; 68 497 ; 48 176 ; 40 255 ; 39 575 ; 45 483 ; 57 553 ; 59 760 ; 63 320 ;2695;2587;2507;1 560;555;112;158;231;257;175;59;13;18310;34;27;1472.88320095813;1197.16518529234;15.0391644908616;260.678851174934;1954.43821787597;2001.3326864703;1590.93707821834;266.867522333275;1084.4273445459;10.35;3;13;14;8;16;2;797;722;511;601;365;435;0;0;0;0;0;0;0;0;0;0;0;0;3871;3152;3626;2051;3198;2762;0;0;0;0;0;0
Vierzy;2;2799;87271783;2210;3.2773026;49.2910309; 555 ; 246 ; 274 ; 305 ; 160 ; 261 ; 367 ; 941 ;410;407;446;220;NA;NA;NA;NA;NA;NA;NA;NA;20810;NA;NA;182;161;7;14;22.7788009569976;31.283793578649;261;33;205;12.73;1;NA;3;5;2;NA;1232;NA;1215;1215;886;NA;0;0;0;0;0;0;0;0;0;0;0;0;1085;963;942;684;900;865;0;0;0;0;0;0
Villers-Cotterêts;2;2810;87271734;2600;3.09370;49.25026; 397 951 ; 321 562 ; 253 080 ; 370 900 ; 353 457 ; 392 138 ; 389 764 ; 416 589 ;10803;10424;10797;6 173;1 436;407;664;1 173;1 186;927;325;55;20030;43;16;5132.52544851492;4660.73793298056;56.1131565439359;415.674358990426;4597.91086284436;4937.41324160996;6591.85389346695;923.320869556247;4998.13303625104;41.71;29;56;75;75;60;15;1792;1705;1606;1826;1822;2143;0;0;0;0;0;0;0;0;0;0;0;0;9172;8302;8409;7163;8539;9022;0;0;0;0;0;0
Viry-Noureuil;2;2820;87297051;2300;3.2503611;49.6274493; 354 ; 427 ; 195 ; 280 ; 390 ; 278 ; 549 ; 1 064 ;1731;1688;1762;974;NA;NA;NA;NA;NA;NA;NA;NA;23220;NA;NA;829;734;20;75;506.401737862258;649.683809656476;1067;85;753;17.76;6;9;8;7;1;NA;1453;1248;1235;1398;1380;NA;0;0;0;0;0;0;0;0;0;0;0;0;1137;1065;1066;809;1078;1103;0;0;0;0;0;0
Voyenne;2;2827;87297150;2250;3.7202555;49.7260708; 7 538 ; 8 645 ; 8 592 ; 8 165 ; 6 987 ; 3 713 ; 5 144 ; 6 586 ;310;312;289;151;NA;NA;NA;NA;NA;NA;NA;NA;20270;NA;NA;144.227561447114;118.274509803922;8.0543953375425;17.89865630565;27.3737652778737;31.4523837543923;170.274509803922;11.2156862745098;137.647058823529;13.97;NA;3;1;2;2;1;NA;993;365;920;591;205;0;0;0;0;0;0;0;0;0;0;0;0;1735;1419;1633;794;1452;1321;0;0;0;0;0;0
Magnette;3;3010;87641365;3260;2.6028771;46.4641418; 950 ; 1 312 ; 937 ; 2 288 ; 4 108 ; 4 979 ; 4 824 ; 2 356 ;428;424;447;239;NA;NA;NA;NA;NA;NA;NA;NA;20270;NA;NA;265.971832057991;185.899367023026;47.4503496503496;32.6221153846154;52.93285023158;60.5012417099911;244.516922609325;19.2381578542041;190.381365625839;28.26;NA;NA;1;2;NA;NA;NA;NA;611;1078;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;857;767;701;674;655;582;0;0;0;0;0;0
Bellenaves;3;3022;87641068;3330;3.0665239;46.199256; 8 124 ; 5 018 ; 3 307 ; 6 618 ; 6 547 ; 6 744 ; 8 580 ; 6 510 ;1002;997;1017;634;NA;NA;NA;NA;NA;NA;NA;NA;18360;NA;NA;759.36000673652;495.969479480041;110.847750853113;152.542776403366;269.743559208678;291.305493395091;500.005769879393;45.5493693593222;333.003957994461;34.88;1;6;5;8;5;NA;1144;769;773;936;1071;NA;0;0;0;0;0;0;0;0;0;0;0;0;2719;2597;2927;1931;2786;3026;0;0;0;0;0;0
Bessay-sur-Allier;3;3025;87696336;3340;3.3606477;46.4435849; 18 404 ; 13 665 ; 9 102 ; 13 912 ; 11 071 ; 11 083 ; 10 237 ; 8 474 ;1368;1328;1393;780;NA;NA;NA;NA;NA;NA;NA;NA;21380;NA;NA;687.406200491676;598.774613720959;13.2438003220612;75.387786448656;327.219429169012;369.970419266709;844.200454027725;82.7747343428885;637.874977118141;34.6;1;2;11;2;4;1;982;1264;1027;1068;1357;1278;0;0;0;0;0;0;0;0;0;0;0;0;5039;4497;4799;4389;5109;4890;0;0;0;0;0;0
Commentry;3;3082;87641415;3600;2.739949;46.295102; 101 419 ; 93 256 ; 92 822 ; 128 926 ; 135 685 ; 149 476 ; 152 911 ; 170 189 ;6285;6132;6506;3 949;1 077;279;365;708;759;579;163;19;20110;37;18;4038.21490752741;3256.77892160469;115.916335507717;665.519650414997;2648.21825029111;2787.2083186138;3502.15315545518;441.464592621489;2428.0938601205;20.96;13;22;26;24;20;3;824;759;789;629;658;650;0;0;0;0;0;0;0;0;0;0;0;0;5256;4827;5399;3406;5010;5425;0;0;0;0;0;0
Dompierre Sept Fons;3;3102;87696427;3290;3.6749309;46.5263166; 19 909 ; 13 852 ; 9 188 ; 14 413 ; 15 074 ; 17 524 ; 16 866 ; 17 781 ;3062;3032;3112;1 886;461;137;171;373;337;298;96;13;20370;38;14;1836.43529008339;1478.19387434118;67.8563127311146;290.385103011094;1685.20235214083;1857.78877860122;1673.27024022684;178.627502874128;1196.17972548188;45.63;1;12;9;15;14;2;500;1072;720;1193;1046;682;0;0;0;0;0;0;0;0;0;0;0;0;1288;1418;2115;3201;2179;2118;0;0;0;0;0;0
Gannat;3;3118;87732404;3800;3.2047514;46.0975964; 86 791 ; 68 148 ; 56 161 ; 91 313 ; 81 266 ; 92 707 ; 87 973 ; 92 353 ;6012;5830;5841;3 599;959;282;383;691;608;503;147;26;20220;37;16;3258.47208711064;2706.82845685362;92.7810127671768;458.862617489842;2683.19588048722;2521.61345530663;3310.02343805755;372.450006518112;2453.44610419273;36.85;19;38;32;35;28;6;1296;1028;1124;1227;1240;1138;0;0;0;0;0;0;0;0;0;0;0;0;4373;3871;4439;3089;4530;4580;0;0;0;0;0;0
Vallon-en-Sully;3;3127;87641357;3190;2.6107538;46.5363284; 26 733 ; 23 694 ; 21 357 ; 26 669 ; 28 753 ; 32 852 ; 31 586 ; 35 921 ;616;620;645;402;NA;NA;NA;NA;NA;NA;NA;NA;22010;NA;NA;460.687125093631;281.056734949894;112.767967145791;66.8624229979466;216.530712771865;231.333551768594;282.825255628196;28.4553605356828;195.851823450306;32.57;4;5;6;4;7;4;878;649;389;801;500;722;0;0;0;0;0;0;0;0;0;0;0;0;2034;2003;2911;2794;3362;3356;1399;0;0;0;0;0
Huriel;3;3128;87641217;3380;2.4762569;46.3714332; 34 ; 15 ; 6 ; 26 ; 24 ; 112 ; 150 ; 120 ;2688;2645;2669;1 505;247;n.c.;126;277;335;320;109;n.c.;21480;47;10;1442.52504788151;1201.54119542469;61.5063389115753;179.477513545253;338.608355218195;325.403528351905;1566.86870303758;112.970947777373;1172.25708895492;34.92;7;4;9;3;10;NA;536;666;979;835;360;NA;0;0;0;0;0;0;0;0;0;0;0;0;964;429;418;205;430;468;0;0;0;0;0;0
Louroux-de-Bouble;3;3152;87641050;3330;2.9849368;46.2241289; 3 290 ; 2 003 ; 1 987 ; 2 647 ; 1 573 ; 1 693 ; 3 188 ; 3 372 ;235;231;268;162;NA;NA;NA;NA;NA;NA;NA;NA;19820;NA;NA;232.015594622637;116.394741542068;70.995260663507;44.6255924170616;49.3534655516328;77.8279057943896;104.249451625355;15.887291898251;72.7728830246282;16.87;NA;2;1;NA;1;NA;NA;273;1040;NA;190;NA;0;0;0;0;0;0;0;0;0;0;0;0;2281;2479;2793;1828;2663;2878;0;0;0;0;0;0
Montluçon Rimard;3;3185;87323675;3100;2.6115119;46.3355913; 12 871 ; 10 199 ; 7 320 ; 7 283 ; 10 941 ; 13 749 ; 11 342 ; 8 532 ;34868;34361;37839;22 423;6 880;1 531;2 159;4 073;3 845;2 768;958;209;19120;38;23;24224.2346065381;18068.4874919993;709.074304870924;5446.67280966792;18260.9720538493;19717.6994460221;20014.9802675269;2811.4978269404;14364.499337002;20.67;148;269;295;312;208;42;890;850;841;823;917;1138;0;0;0;0;0;0;0;0;0;0;0;0;4742;4251;4622;2987;4352;4945;0;0;0;0;0;0
Montluçon;3;3185;87641001;3100;2.596159;46.338101; 268 390 ; 224 161 ; 191 312 ; 301 423 ; 309 296 ; 345 749 ; 343 667 ; 380 565 ;34868;34361;37839;22 423;6 880;1 531;2 159;4 073;3 845;2 768;958;209;19120;38;23;24224.2346065381;18068.4874919993;709.074304870924;5446.67280966792;18260.9720538493;19717.6994460221;20014.9802675269;2811.4978269404;14364.499337002;20.67;148;269;295;312;208;42;890;850;841;823;917;1138;0;0;0;0;0;0;0;0;0;0;0;0;5173;4609;5695;3996;5805;6026;676;0;0;0;0;0
La Ville Gozet;3;3185;87641191;3100;2.5918028;46.3497686; 466 ; 719 ; 635 ; 453 ; 321 ; 328 ; 411 ; 777 ;34868;34361;37839;22 423;6 880;1 531;2 159;4 073;3 845;2 768;958;209;19120;38;23;24224.2346065381;18068.4874919993;709.074304870924;5446.67280966792;18260.9720538493;19717.6994460221;20014.9802675269;2811.4978269404;14364.499337002;20.67;148;269;295;312;208;42;890;850;841;823;917;1138;0;0;0;0;0;0;0;0;0;0;0;0;857;767;701;674;655;582;0;0;0;0;0;0
Moulins sur Allier;3;3190;87696328;3000;3.338842;46.561346; 763 246 ; 599 672 ; 465 073 ; 729 618 ; 677 474 ; 746 273 ; 708 622 ; 755 149 ;19997;19246;19474;12 779;4 000;838;1 238;2 279;2 265;1 430;609;120;19600;40;22;12981.7705306779;10986.0735051331;362.278286463163;1633.41873908161;13160.9383915072;13156.9577037336;11835.7685068221;1561.48565250519;8497.05335291275;8.61;66;120;135;130;110;19;1095;1102;1259;1139;1327;1336;0;0;0;0;0;0;0;0;0;0;0;0;6207;5319;6133;6608;6377;6252;6174;5734;5841;4386;5551;5960
Saint-Bonnet-de-Rochefort;3;3220;87641076;3800;3.1393877;46.1483796; 5 514 ; 3 759 ; 4 475 ; 7 943 ; 5 543 ; 5 468 ; 5 422 ; 5 012 ;733;710;663;396;NA;NA;NA;NA;NA;NA;NA;NA;21000;NA;NA;405.281565628734;304.976967927585;64.024211298606;36.2803864025434;254.133470568801;236.677594127124;420.847299893457;32.6761037065273;328.760098538698;16.36;2;1;1;2;NA;NA;1144;58;1135;634;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;1937;1865;2105;1374;2013;2148;0;0;0;0;0;0
